value,anomaly_score,label
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
-1.088246314864672e+281,0.0,0
